id,name,category,serving_size,calories,protein,carbs,fat,fiber,sugar,sodium,type,goals,allergens,description
3511,Cucumber Salad (Home Style),Weight Loss Foods,100 g,140,14.4,11.6,2.2,2.8,5.6,224,Vegetarian,Weight Loss; Muscle Building,None,"Cucumber Salad (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3512,Sprouts Salad (Low Cal) (Home Style),Weight Loss Foods,100 g,193,12.6,9.7,3.2,6.3,6.2,183,Vegetarian,Weight Loss; Muscle Building,None,"Sprouts Salad (Low Cal) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3513,Vegetable Clear Soup (Home Style),Weight Loss Foods,100 g,145,12.2,16.1,5.0,2.9,4.6,212,Vegetarian,Weight Loss; Muscle Building,None,"Vegetable Clear Soup (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3514,Tomato Soup (No Cream) (Home Style),Weight Loss Foods,100 g,139,10.9,8.9,5.0,6.2,4.9,274,Vegetarian,Weight Loss,Milk,"Tomato Soup (No Cream) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3515,Grilled Chicken Breast (Plain) (Home Style),Weight Loss Foods,100 g,197,8.8,13.3,9.0,2.3,6.6,104,Non-Vegetarian,Weight Loss,None,"Grilled Chicken Breast (Plain) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3516,Boiled Egg White Bowl (Home Style),Weight Loss Foods,100 g,141,8.6,12.3,4.4,2.3,1.0,245,Non-Vegetarian,Weight Loss,Egg,"Boiled Egg White Bowl (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3517,Steamed Vegetables (Home Style),Weight Loss Foods,100 g,144,10.4,14.9,5.1,3.3,1.2,111,Vegetarian,Weight Loss,None,"Steamed Vegetables (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3518,Low Fat Curd Bowl (Home Style),Weight Loss Foods,100 g,139,9.8,24.0,5.2,5.3,5.9,126,Vegetarian,Weight Loss,Milk,"Low Fat Curd Bowl (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3519,Oats Porridge (Low Sugar) (Home Style),Weight Loss Foods,100 g,146,4.7,8.1,5.1,6.8,5.8,235,Vegetarian,Weight Loss,None,"Oats Porridge (Low Sugar) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3520,Lemon Honey Water (Home Style),Weight Loss Foods,100 g,171,10.9,23.2,6.4,6.4,5.7,147,Vegetarian,Weight Loss,None,"Lemon Honey Water (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3521,Green Tea (Unsweetened) (Home Style),Weight Loss Foods,100 g,186,14.4,8.2,7.0,2.4,2.5,103,Vegetarian,Weight Loss; Muscle Building,None,"Green Tea (Unsweetened) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3522,Methi Water (Home Style),Weight Loss Foods,100 g,94,8.9,8.5,3.8,5.6,4.8,266,Vegetarian,Weight Loss,None,"Methi Water (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3523,Salad Bowl (Mixed Greens) (Home Style),Weight Loss Foods,100 g,96,14.9,19.2,8.5,4.4,3.6,201,Vegetarian,Weight Loss; Muscle Building,None,"Salad Bowl (Mixed Greens) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3524,Soup (Lauki) (Home Style),Weight Loss Foods,100 g,189,4.3,14.4,4.7,5.9,5.6,196,Vegetarian,Weight Loss,None,"Soup (Lauki) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3525,Roasted Chana (Low Oil) (Home Style),Weight Loss Foods,100 g,161,7.6,10.6,7.8,2.5,5.4,195,Vegetarian,Weight Loss,None,"Roasted Chana (Low Oil) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3526,Buttermilk (Low Fat) (Home Style),Weight Loss Foods,100 g,153,7.1,16.3,4.4,4.0,2.2,271,Vegetarian,Weight Loss,Milk,"Buttermilk (Low Fat) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3527,Vegetable Khichdi (Low Oil) (Home Style),Weight Loss Foods,100 g,120,9.8,23.8,4.7,6.2,5.0,125,Vegetarian,Weight Loss,None,"Vegetable Khichdi (Low Oil) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3528,Grilled Paneer (Low Fat) (Home Style),Weight Loss Foods,100 g,178,14.3,16.7,6.6,2.6,2.3,269,Vegetarian,Weight Loss; Muscle Building,Milk,"Grilled Paneer (Low Fat) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3529,Multigrain Khakhra (Home Style),Weight Loss Foods,100 g,168,4.0,14.7,4.6,6.8,2.9,128,Vegetarian,Weight Loss,None,"Multigrain Khakhra (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3530,Steamed Sprouts Bowl (Home Style),Weight Loss Foods,100 g,114,5.0,12.8,8.0,2.8,6.1,193,Vegetarian,Weight Loss,None,"Steamed Sprouts Bowl (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3531,Brown Rice (Small Portion) (Home Style),Weight Loss Foods,100 g,149,4.8,18.8,7.0,5.6,3.5,121,Vegetarian,Weight Loss,None,"Brown Rice (Small Portion) (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3532,Carrot Cucumber Sticks (Home Style),Weight Loss Foods,100 g,124,10.0,13.1,3.4,3.6,4.1,201,Vegetarian,Weight Loss,None,"Carrot Cucumber Sticks (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3533,Apple Slices (Home Style),Weight Loss Foods,100 g,182,14.2,20.7,7.3,2.5,3.2,111,Vegetarian,Weight Loss; Muscle Building,None,"Apple Slices (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3534,Watermelon Bowl (Home Style),Weight Loss Foods,100 g,159,4.4,23.1,5.9,3.9,2.8,163,Vegetarian,Weight Loss,None,"Watermelon Bowl (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3535,Papaya Bowl (Home Style),Weight Loss Foods,100 g,82,13.7,24.0,4.9,6.5,6.5,126,Non-Vegetarian,Weight Loss; Muscle Building,None,"Papaya Bowl (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3536,Cabbage Soup (Home Style),Weight Loss Foods,100 g,150,4.7,25.0,7.6,6.0,4.3,258,Vegetarian,Weight Loss,None,"Cabbage Soup (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3537,Spinach Salad (Home Style),Weight Loss Foods,100 g,107,13.8,19.2,2.3,3.7,5.9,294,Vegetarian,Weight Loss; Muscle Building,None,"Spinach Salad (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3538,Beetroot Carrot Salad (Home Style),Weight Loss Foods,100 g,179,14.7,10.2,2.0,4.1,4.9,224,Vegetarian,Weight Loss; Muscle Building,None,"Beetroot Carrot Salad (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3539,Zucchini Noodles (Home Style),Weight Loss Foods,100 g,170,9.2,9.4,8.4,5.3,2.2,285,Vegetarian,Weight Loss,Gluten,"Zucchini Noodles (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3540,Air Fried Vegetable Snack (Home Style),Weight Loss Foods,100 g,77,14.8,12.2,5.0,5.2,7.0,224,Vegetarian,Weight Loss; Muscle Building,None,"Air Fried Vegetable Snack (Home Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3541,Cucumber Salad (Hostel Mess Style),Weight Loss Foods,100 g,113,8.1,24.8,8.4,4.7,6.0,147,Vegetarian,Weight Loss,None,"Cucumber Salad (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3542,Sprouts Salad (Low Cal) (Hostel Mess Style),Weight Loss Foods,100 g,192,12.7,22.8,5.9,5.7,1.3,256,Vegetarian,Weight Loss; Muscle Building,None,"Sprouts Salad (Low Cal) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3543,Vegetable Clear Soup (Hostel Mess Style),Weight Loss Foods,100 g,161,8.7,20.8,6.5,5.8,4.5,213,Vegetarian,Weight Loss,None,"Vegetable Clear Soup (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3544,Tomato Soup (No Cream) (Hostel Mess Style),Weight Loss Foods,100 g,163,8.4,17.9,7.0,4.8,6.0,244,Vegetarian,Weight Loss,Milk,"Tomato Soup (No Cream) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3545,Grilled Chicken Breast (Plain) (Hostel Mess Style),Weight Loss Foods,100 g,72,7.0,20.0,6.7,4.8,3.3,225,Non-Vegetarian,Weight Loss,None,"Grilled Chicken Breast (Plain) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3546,Boiled Egg White Bowl (Hostel Mess Style),Weight Loss Foods,100 g,199,10.2,24.4,5.4,3.1,6.6,139,Non-Vegetarian,Weight Loss,Egg,"Boiled Egg White Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3547,Steamed Vegetables (Hostel Mess Style),Weight Loss Foods,100 g,100,4.6,24.0,2.1,3.2,3.1,176,Vegetarian,Weight Loss,None,"Steamed Vegetables (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3548,Low Fat Curd Bowl (Hostel Mess Style),Weight Loss Foods,100 g,76,9.6,20.3,2.6,5.8,2.1,188,Vegetarian,Weight Loss,Milk,"Low Fat Curd Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3549,Oats Porridge (Low Sugar) (Hostel Mess Style),Weight Loss Foods,100 g,109,11.5,8.6,4.2,3.7,1.8,170,Vegetarian,Weight Loss,None,"Oats Porridge (Low Sugar) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3550,Lemon Honey Water (Hostel Mess Style),Weight Loss Foods,100 g,199,4.0,15.5,8.2,3.2,3.1,217,Vegetarian,Weight Loss,None,"Lemon Honey Water (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3551,Green Tea (Unsweetened) (Hostel Mess Style),Weight Loss Foods,100 g,71,11.6,13.4,8.6,3.6,2.5,136,Vegetarian,Weight Loss,None,"Green Tea (Unsweetened) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3552,Methi Water (Hostel Mess Style),Weight Loss Foods,100 g,167,4.1,21.9,6.8,2.8,2.2,233,Vegetarian,Weight Loss,None,"Methi Water (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3553,Salad Bowl (Mixed Greens) (Hostel Mess Style),Weight Loss Foods,100 g,180,9.3,15.0,4.6,3.7,1.2,292,Vegetarian,Weight Loss,None,"Salad Bowl (Mixed Greens) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3554,Soup (Lauki) (Hostel Mess Style),Weight Loss Foods,100 g,84,8.9,22.8,4.0,3.4,6.1,110,Vegetarian,Weight Loss,None,"Soup (Lauki) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3555,Roasted Chana (Low Oil) (Hostel Mess Style),Weight Loss Foods,100 g,113,7.8,11.4,3.4,4.1,4.8,147,Vegetarian,Weight Loss,None,"Roasted Chana (Low Oil) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3556,Buttermilk (Low Fat) (Hostel Mess Style),Weight Loss Foods,100 g,116,14.7,8.7,6.8,6.2,6.0,242,Vegetarian,Weight Loss; Muscle Building,Milk,"Buttermilk (Low Fat) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3557,Vegetable Khichdi (Low Oil) (Hostel Mess Style),Weight Loss Foods,100 g,190,7.3,25.2,7.8,6.6,2.2,186,Vegetarian,Weight Loss,None,"Vegetable Khichdi (Low Oil) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3558,Grilled Paneer (Low Fat) (Hostel Mess Style),Weight Loss Foods,100 g,131,6.7,19.2,7.3,5.3,4.3,109,Vegetarian,Weight Loss,Milk,"Grilled Paneer (Low Fat) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3559,Multigrain Khakhra (Hostel Mess Style),Weight Loss Foods,100 g,101,11.6,18.2,7.4,3.5,5.8,132,Vegetarian,Weight Loss,None,"Multigrain Khakhra (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3560,Steamed Sprouts Bowl (Hostel Mess Style),Weight Loss Foods,100 g,113,7.8,12.9,9.0,5.4,1.0,128,Vegetarian,Weight Loss,None,"Steamed Sprouts Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3561,Brown Rice (Small Portion) (Hostel Mess Style),Weight Loss Foods,100 g,86,4.7,8.7,7.4,4.3,4.6,143,Vegetarian,Weight Loss,None,"Brown Rice (Small Portion) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3562,Carrot Cucumber Sticks (Hostel Mess Style),Weight Loss Foods,100 g,130,8.6,11.6,2.3,3.8,6.5,165,Vegetarian,Weight Loss,None,"Carrot Cucumber Sticks (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3563,Apple Slices (Hostel Mess Style),Weight Loss Foods,100 g,81,5.2,20.6,5.8,5.7,3.3,254,Vegetarian,Weight Loss,None,"Apple Slices (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3564,Watermelon Bowl (Hostel Mess Style),Weight Loss Foods,100 g,86,13.0,25.8,6.2,3.6,5.8,182,Vegetarian,Weight Loss; Muscle Building,None,"Watermelon Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3565,Papaya Bowl (Hostel Mess Style),Weight Loss Foods,100 g,165,14.6,12.1,7.5,5.4,4.0,272,Non-Vegetarian,Weight Loss; Muscle Building,None,"Papaya Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3566,Cabbage Soup (Hostel Mess Style),Weight Loss Foods,100 g,148,5.2,22.4,4.7,6.6,6.3,284,Vegetarian,Weight Loss,None,"Cabbage Soup (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3567,Spinach Salad (Hostel Mess Style),Weight Loss Foods,100 g,179,14.9,17.2,4.4,5.7,5.7,177,Vegetarian,Weight Loss; Muscle Building,None,"Spinach Salad (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3568,Beetroot Carrot Salad (Hostel Mess Style),Weight Loss Foods,100 g,110,8.9,17.4,4.5,3.6,3.0,143,Vegetarian,Weight Loss,None,"Beetroot Carrot Salad (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3569,Zucchini Noodles (Hostel Mess Style),Weight Loss Foods,100 g,110,7.5,13.5,4.8,6.8,5.8,194,Vegetarian,Weight Loss,Gluten,"Zucchini Noodles (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3570,Air Fried Vegetable Snack (Hostel Mess Style),Weight Loss Foods,100 g,134,9.5,21.1,8.8,4.4,3.6,238,Vegetarian,Weight Loss,None,"Air Fried Vegetable Snack (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3571,Cucumber Salad (Street Style),Weight Loss Foods,100 g,144,7.8,8.6,4.2,2.4,2.8,158,Vegetarian,Weight Loss,None,"Cucumber Salad (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3572,Sprouts Salad (Low Cal) (Street Style),Weight Loss Foods,100 g,83,14.7,8.8,3.5,4.7,6.8,176,Vegetarian,Weight Loss; Muscle Building,None,"Sprouts Salad (Low Cal) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3573,Vegetable Clear Soup (Street Style),Weight Loss Foods,100 g,81,4.8,16.3,5.8,5.3,5.6,275,Vegetarian,Weight Loss,None,"Vegetable Clear Soup (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3574,Tomato Soup (No Cream) (Street Style),Weight Loss Foods,100 g,136,5.0,13.3,3.8,5.0,3.0,175,Vegetarian,Weight Loss,Milk,"Tomato Soup (No Cream) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3575,Grilled Chicken Breast (Plain) (Street Style),Weight Loss Foods,100 g,168,14.6,8.0,8.4,3.5,5.5,184,Non-Vegetarian,Weight Loss; Muscle Building,None,"Grilled Chicken Breast (Plain) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3576,Boiled Egg White Bowl (Street Style),Weight Loss Foods,100 g,131,7.1,20.7,7.3,4.9,6.9,198,Non-Vegetarian,Weight Loss,Egg,"Boiled Egg White Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3577,Steamed Vegetables (Street Style),Weight Loss Foods,100 g,88,5.6,19.7,5.7,2.3,5.6,110,Vegetarian,Weight Loss,None,"Steamed Vegetables (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3578,Low Fat Curd Bowl (Street Style),Weight Loss Foods,100 g,126,12.9,8.2,5.9,3.5,1.4,105,Vegetarian,Weight Loss; Muscle Building,Milk,"Low Fat Curd Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3579,Oats Porridge (Low Sugar) (Street Style),Weight Loss Foods,100 g,198,14.2,22.8,6.8,2.9,5.5,150,Vegetarian,Weight Loss; Muscle Building,None,"Oats Porridge (Low Sugar) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3580,Lemon Honey Water (Street Style),Weight Loss Foods,100 g,95,9.1,14.2,6.9,4.1,4.2,244,Vegetarian,Weight Loss,None,"Lemon Honey Water (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3581,Green Tea (Unsweetened) (Street Style),Weight Loss Foods,100 g,103,5.3,22.1,4.4,2.2,4.6,285,Vegetarian,Weight Loss,None,"Green Tea (Unsweetened) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3582,Methi Water (Street Style),Weight Loss Foods,100 g,148,4.7,20.0,2.2,5.3,5.9,287,Vegetarian,Weight Loss,None,"Methi Water (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3583,Salad Bowl (Mixed Greens) (Street Style),Weight Loss Foods,100 g,199,9.2,10.0,3.6,4.3,6.7,279,Vegetarian,Weight Loss,None,"Salad Bowl (Mixed Greens) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3584,Soup (Lauki) (Street Style),Weight Loss Foods,100 g,109,6.5,14.8,8.6,5.1,4.5,110,Vegetarian,Weight Loss,None,"Soup (Lauki) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
